phenotype,chrom,region,pos,is_STR,varname,p_val,susie_cs,susie_alpha,susie_cs_hardcall,susie_alpha_hardcall,susie_cs_ratio,susie_alpha_ratio,finemap_pip,finemap_pip_ratio,finemap_pip_total_prob,finemap_pip_prior_std,finemap_pip_conv_tol,finemap_pip_mac,finemap_pip_gt_thresh
mean_corpuscular_haemoglobin,22,22_50417345_51304566,50994223,true,STR_50994223,5.69e-46,-1,0.0,-1,0.0,-1,0.0,0.973787,0.00484869,0.0466703,0.0,0.0692373,0.986238,0.0502793
mean_corpuscular_haemoglobin_concentration,3,3_195500326_196050458,195768363,true,STR_195768363,5.65e-16,-1,0.0,-1,0.0,-1,0.0,0.923802,0.620023,1.0,1.0,0.900246,0.952425,1.0
mean_corpuscular_haemoglobin_concentration,15,15_65570431_66439098,65735832,true,STR_65735832,3.69e-37,1,0.963820772090642,-1,0.0,-1,0.0,0.0465745,0.00561684,0.0301462,0.600926,0.0465745,0.0411415,0.0339906
mean_corpuscular_haemoglobin_concentration,16,16_0_1060116,243803,true,STR_243803,1.41e-13,6,0.999999933883219,4,0.999992439967022,6,0.999999426180291,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mean_corpuscular_haemoglobin_concentration,19,19_12508014_13248188,13053170,true,STR_13053170,6.13e-19,3,0.880026449460754,3,0.92620536609802,3,0.634310577289648,0.472991,0.157213,0.349674,0.956061,0.472967,0.430674,0.960156
mean_corpuscular_volume,1,1_153649683_154628342,153900062,true,STR_153900062,3.72e-12,-1,0.0,-1,0.0,-1,0.0,0.818436,0.0684913,0.795275,0.709738,0.753328,0.764554,0.786739
mean_corpuscular_volume,2,2_23744571_24790113,24103431,true,STR_24103431,1.09e-28,1,0.555095084255372,-1,0.0,-1,0.0,0.961303,0.476413,0.924148,0.932189,0.956146,0.947242,0.91789
mean_corpuscular_volume,3,3_66200074_66634355,66434358,true,STR_66434358,1.01e-15,-1,0.0,1,0.986844513720722,-1,0.0,0.998195,0.987653,1.0,1.0,0.998195,0.997032,1.0
mean_corpuscular_volume,3,3_140908481_142917815,141097026,true,STR_141097026,7.18e-35,3,0.129866468266491,-1,0.0,-1,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
mean_corpuscular_volume,3,3_195099371_196392148,195827264,true,STR_195827264,3.83e-151,1,0.999998927358759,1,0.999985342842101,1,0.99999579731025,0.0,0.0,0.0,0.832822,0.0,0.0,0.0
mean_corpuscular_volume,3,3_195099371_196392148,195821030,true,STR_195821030,6.06e-41,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
mean_corpuscular_volume,5,5_153866994_154574327,154159064,true,STR_154159064,1.37e-14,4,0.909807506371347,4,0.85882069261378,-1,0.0,0.0,0.0,0.0,0.022547,0.0,0.0,0.0
mean_corpuscular_volume,5,5_172067705_172343144,172194497,true,STR_172194497,1.34e-15,1,0.966534378500874,1,0.994035670644766,-1,0.0,0.303616,0.0837415,0.263323,0.791883,0.303686,0.285099,0.904539
mean_corpuscular_volume,6,6_14942436_15799540,15136306,true,STR_15136306,6.4e-32,1,0.998423149631871,1,0.990350512966359,-1,0.0,0.0,0.162045,0.0,0.0,0.477873,0.0,0.0
mean_corpuscular_volume,6,6_108751082_110382352,109560738,true,STR_109560738,6.54e-28,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
mean_corpuscular_volume,6,6_108751082_110382352,109624295,true,STR_109624295,6.93e-229,1,0.996933524437846,1,0.999999444214755,1,0.999990466482462,0.0,0.0,0.0,1.0,0.0,0.0,0.0
mean_corpuscular_volume,7,7_98327939_101109673,98657999,true,STR_98657999,2.39e-14,3,0.99026158448773,3,0.984207530512747,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_volume,8,8_23096736_23672214,23372783,true,STR_23372783,4.27e-20,2,0.617681736498359,2,0.366278912576372,2,0.385402219778844,0.975655,0.809218,1.0,0.980212,0.975655,0.965533,0.993502
mean_corpuscular_volume,10,10_44944453_46471686,45947116,true,STR_45947116,7.43e-105,1,0.999996700984882,1,0.999997704118865,1,0.999992510054061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_corpuscular_volume,10,10_102754264_105350652,104296121,true,STR_104296121,6.48e-13,-1,0.0,-1,0.0,-1,0.0,0.851037,0.0,0.982319,0.0,0.896634,0.917095,0.378304
mean_corpuscular_volume,11,11_57244008_57806828,57457148,true,STR_57457148,7.2e-16,1,0.906336113688617,-1,0.0,-1,0.0,0.945574,0.786024,0.99114,0.987079,0.945574,0.936998,0.941729
mean_corpuscular_volume,12,12_12692496_13017751,12861975,true,STR_12861975,5.13e-13,-1,0.0,-1,0.0,-1,0.0,0.840083,0.402601,0.842993,0.784458,0.805884,0.820806,0.951828
mean_corpuscular_volume,13,13_41007545_41897950,41178522,true,STR_41178522,4.85e-26,1,0.204260352056635,1,0.364671917447691,1,0.0224340429415866,0.868524,0.156778,0.802669,0.875868,0.899772,0.845196,0.835405
mean_corpuscular_volume,15,15_64217757_67158151,64486542,true,STR_64486542,4.32e-17,2,0.100045682815467,-1,0.0,-1,0.0,0.963392,0.0894889,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_volume,15,15_64217757_67158151,66018013,true,STR_66018013,9.58e-113,1,0.99999999999959,1,0.999999999999999,1,0.999999999999998,1.0,1.0,1.0,0.0,0.0,1.0,1.0
mean_corpuscular_volume,16,16_66293241_68965024,67229794,true,STR_67229794,9.27e-26,2,0.999999999962599,2,0.999999999027079,2,0.999999997507458,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_corpuscular_volume,16,16_66293241_68965024,67591358,true,STR_67591358,0.000222,5,0.999273273023198,5,0.997654618619343,-1,0.0,0.0,0.0,0.0,0.540318,0.0,0.0,1.0
mean_corpuscular_volume,17,17_56279349_57632201,57032236,true,STR_57032236,1.38e-11,-1,0.0,-1,0.0,-1,0.0,0.830846,0.256684,0.957167,0.754321,0.834667,0.864988,0.958628
mean_corpuscular_volume,19,19_3850487_4674487,4426163,true,STR_4426163,1.11e-134,-1,0.0,-1,0.0,-1,0.0,0.956763,0.167972,0.313192,1.0,0.993773,1.0,0.0
mean_corpuscular_volume,19,19_46177145_46501217,46334542,true,STR_46334542,7.36e-12,1,0.556717377113287,1,0.530214665570705,1,0.192600408999612,0.923011,0.709411,0.97121,0.966594,0.923011,0.924486,0.977607
mean_corpuscular_volume,22,22_32732821_33064788,32897468,true,STR_32897468,8.45e-133,1,0.999999999999997,1,0.999999999999993,1,0.999999999999997,1.0,1.0,1.0,0.266352,1.0,1.0,1.0
mean_corpuscular_volume,22,22_37144072_37784225,37471036,true,STR_37471036,4.92e-141,9,0.936752509359176,-1,0.0,-1,0.0,0.830378,0.469504,0.742838,1.0,0.852282,0.776378,0.997269
mean_corpuscular_volume,22,22_37144072_37784225,37506176,true,STR_37506176,1.37e-36,8,1.0,6,1.0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_corpuscular_volume,22,22_37144072_37784225,37509540,true,STR_37509540,4.29e-60,7,0.864225775733739,7,0.946164921103995,7,0.64743781328967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_corpuscular_volume,22,22_50417345_51304566,50973570,true,STR_50973570,4.72e-220,1,0.985454015302977,1,0.675587286124368,1,0.927059446637465,0.992422,0.938093,1.0,0.371327,0.992422,0.991182,0.997736
mean_platelet_volume,1,1_45338393_47209864,46406294,true,STR_46406294,0.0217,,0.0,,0.0,,0.0,1.0,1.0,1.0,1.0,1.0,1.0,
mean_platelet_volume,1,1_150153389_151446975,150552235,true,STR_150552235,2.65e-16,1,0.928421882512705,1,0.938208232006942,1,0.702062005218127,1.0,1.0,0.995648,1.0,1.0,0.995976,0.995648
mean_platelet_volume,2,2_106134024_106662741,106510441,true,STR_106510441,6.93e-29,1,0.996427258745435,1,0.912959085534476,1,0.986146102668602,1.0,0.979418,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,2,2_120176828_121198863,121046815,true,STR_121046815,1.49e-58,1,0.908396285591682,1,0.179853761347074,1,0.824071009890796,0.957581,0.925004,0.969674,0.962679,0.953452,0.948297,0.960237
mean_platelet_volume,3,3_15435665_16152711,15702768,true,STR_15702768,6.93e-37,1,0.999985820284296,1,0.999982351215929,1,0.999945053350972,0.997087,1.0,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,3,3_55612184_58674647,58375386,true,STR_58375386,1.17e-11,-1,0.0,-1,0.0,6,0.0094456695466918,1.0,0.0700065,1.0,0.669178,1.0,1.0,1.0
mean_platelet_volume,3,3_122578341_124968965,124388804,true,STR_124388804,1.84e-138,1,0.999996679836267,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_platelet_volume,4,4_57571805_58032587,57767331,true,STR_57767331,1.93e-22,1,0.957714951355504,-1,0.0,-1,0.0,0.979668,0.828258,0.89117,0.969527,1.0,0.975859,0.914808
mean_platelet_volume,4,4_89626291_90186059,89924435,true,STR_89924435,1.31e-16,-1,0.0,-1,0.0,-1,0.0,0.880344,0.598827,0.9951,1.0,0.880344,0.880037,0.886961
mean_platelet_volume,5,5_73891034_77789872,77066553,true,STR_77066553,1.85e-25,7,0.284696173856173,12,0.226087530301983,7,0.0866067110306498,1.0,0.232032,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,5,5_73891034_77789872,77061704,true,STR_77061704,1.94e-17,12,0.066293943431709,7,0.0466448951386533,-1,0.0,0.837954,0.0,0.99176,0.710572,0.952004,1.0,0.791611
mean_platelet_volume,5,5_140185448_141542287,140953557,true,STR_140953557,1.05e-27,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,7,7_122953100_123733971,123426569,true,STR_123426569,2.6e-25,1,0.664667233227787,1,0.703263089601248,1,0.309361036092024,0.991511,0.918455,1.0,1.0,0.991511,0.991525,1.0
mean_platelet_volume,7,7_158070523_158895053,158626836,true,STR_158626836,3.32e-38,1,0.998802620748678,1,0.998982870556203,1,0.995237492121773,0.0,0.994277,1.0,0.998744,1.0,1.0,1.0
mean_platelet_volume,8,8_103129601_103706633,103449793,true,STR_103449793,1.05e-11,-1,0.0,-1,0.0,-1,0.0,0.970567,0.773879,1.0,1.0,0.970567,0.962369,1.0
mean_platelet_volume,8,8_130728447_131642071,131179554,true,STR_131179554,3.06e-61,1,0.975949309395505,-1,0.0,-1,0.0,0.0293115,0.00471306,0.00997615,0.448587,0.0185568,0.0255749,0.454608
mean_platelet_volume,9,9_123311245_123741085,123575649,true,STR_123575649,6.55e-11,-1,0.0,-1,0.0,-1,0.0,0.808445,0.494704,0.903997,0.876487,0.808445,0.819822,0.851669
mean_platelet_volume,9,9_135101720_137244072,136931685,true,STR_136931685,3.82e-89,3,0.999959308181632,3,0.999972351811837,3,0.999978443883052,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_platelet_volume,10,10_113866205_114332480,114151125,true,STR_114151125,3.15e-68,1,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mean_platelet_volume,11,11_10454687_10877985,10717766,true,STR_10717766,2.64e-17,-1,0.0,-1,0.0,-1,0.0,1.0,0.791931,1.0,1.0,0.234546,1.0,0.741718
mean_platelet_volume,11,11_63764293_64350362,63965535,true,STR_63965535,1.07e-12,-1,0.0,-1,0.0,-1,0.0,1.0,0.976683,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,14,14_55158070_56331340,55733503,true,STR_55733503,3.57e-50,-1,0.0,-1,0.0,-1,0.0,0.86494,0.247868,0.917736,0.178031,0.86494,0.865042,0.892157
mean_platelet_volume,15,15_50228277_50531183,50397064,true,STR_50397064,4.26e-12,1,0.970036785253462,1,0.978610315751763,-1,0.0,0.988887,0.947493,0.99566,0.993862,0.988887,0.986189,0.982316
mean_platelet_volume,17,17_25885931_29975306,27842010,true,STR_27842010,0.0,1,1.0,1,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,17,17_25885931_29975306,27878023,true,STR_27878023,0.0,-1,0.0,-1,0.0,-1,0.0,0.897987,0.0,0.924865,0.938465,0.635201,0.726913,0.888518
mean_platelet_volume,17,17_33698391_34458145,33871548,true,STR_33871548,4.3e-62,3,0.999999999981857,3,0.999999999996727,3,0.99999999999767,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,17,17_41711456_45985027,44033915,true,STR_44033915,1.04e-32,3,0.0752312518060253,3,0.0017660387844783,3,0.00426934391047445,1.0,0.771488,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,17,17_62089807_62535447,62408560,true,STR_62408560,4.16e-28,-1,0.0,-1,0.0,-1,0.0,0.803645,0.389473,0.985641,0.992276,0.803645,0.848416,0.985875
mean_platelet_volume,18,18_67215622_68049239,67536040,true,STR_67536040,6.73e-34,4,0.998494475813648,5,0.956655737417794,4,0.997084975925348,1.0,0.9742,1.0,0.938169,1.0,1.0,1.0
mean_platelet_volume,19,19_15856894_16971300,16201095,true,STR_16201095,7.61e-56,4,0.999999999999403,4,0.999999999997385,4,0.999999999999832,0.975822,0.885897,0.996012,1.0,0.975822,0.976323,1.0
mean_platelet_volume,19,19_35524324_35812807,35659963,true,STR_35659963,4.93e-30,1,0.976369753595491,1,0.957424802635547,1,0.870137299185499,0.413615,0.231581,0.432592,0.951514,0.413615,0.41233,0.577955
mean_platelet_volume,19,19_44940142_46503515,46307247,true,STR_46307247,7.46e-20,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_platelet_volume,19,19_44940142_46503515,45800302,true,STR_45800302,6.94e-18,6,0.750511201833922,-1,0.0,-1,0.0,0.946023,0.752836,1.0,0.827696,0.946056,0.964111,0.994383
mean_platelet_volume,22,22_42784274_43719961,42800854,true,STR_42800854,6.3e-6,4,0.852961829101527,4,0.832011937519127,-1,0.0,0.904393,0.0547107,1.0,1.0,0.904533,0.994831,0.98303
mean_platelet_volume,22,22_42784274_43719961,43385872,true,STR_43385872,1.03e-139,1,0.998061547822624,1,0.99876718243538,1,0.999247144076041,0.0,0.0,0.0,0.128917,0.0,0.0,0.0
mean_sphered_cell_volume,2,2_23744571_24794594,24210990,true,STR_24210990,3.84e-33,-1,0.0,-1,0.0,-1,0.0,0.963354,0.73684,0.995622,1.0,0.963354,0.969963,0.987294
mean_sphered_cell_volume,2,2_23744571_24794594,24208473,true,STR_24208473,1.12e-55,1,0.997864421393623,1,0.999743462840911,1,0.995871767889489,0.0,0.0,0.0,0.0184887,0.0,0.0,0.0
mean_sphered_cell_volume,2,2_60430409_60880763,60723904,true,STR_60723904,9.92e-55,1,0.838440897717919,1,0.780342439526314,1,0.558188754613714,0.900498,0.63551,0.947496,0.934449,0.900498,0.887647,0.928088
mean_sphered_cell_volume,4,4_38500778_39575937,39365699,true,STR_39365699,9.94e-22,1,0.475096411782683,1,0.16028198354123,1,0.123473766448326,0.988352,0.715801,0.988352,0.987475,0.988352,0.988352,0.988352
mean_sphered_cell_volume,4,4_57583306_58024602,57724652,true,STR_57724652,1.48e-21,1,0.999930218341721,1,0.999241877805489,1,0.999739124857235,1.0,0.999495,1.0,0.997542,1.0,1.0,0.999596
mean_sphered_cell_volume,11,11_118812684_119333561,119077000,true,STR_119077000,6.88e-16,2,0.999963906981342,2,0.998491529636858,2,0.99988857007239,0.908766,0.704203,0.984026,1.0,0.908763,0.939655,1.0
mean_sphered_cell_volume,12,12_120720943_121610777,121010702,true,STR_121010702,1.55e-23,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
mean_sphered_cell_volume,16,16_66290540_68399574,67229794,true,STR_67229794,3.07e-23,1,0.999999992058585,1,0.999999922100641,1,0.999999968305734,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_sphered_cell_volume,16,16_66290540_68399574,67090588,true,STR_67090588,9.06e-7,-1,0.0,-1,0.0,-1,0.0,0.939626,0.211465,0.951934,0.0,0.946942,0.956146,0.0160628
mean_sphered_cell_volume,17,17_37262413_38095365,37494789,true,STR_37494789,8.8e-23,1,0.0865807796546901,1,0.0728213845091094,1,0.018347466470796,0.948618,0.647748,1.0,1.0,0.948618,0.96444,0.994034
mean_sphered_cell_volume,17,17_41589118_45031949,44084292,true,STR_44084292,5.43e-82,2,0.99999666785196,2,0.99999056510867,2,0.999994722958076,1.0,1.0,1.0,0.0,1.0,1.0,1.0
mean_sphered_cell_volume,19,19_17013772_17580454,17252973,true,STR_17252973,2.05e-65,1,0.999911252475225,1,0.99952726475743,1,0.998934955504023,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mean_sphered_cell_volume,22,22_32732821_33035237,32897468,true,STR_32897468,6.1e-79,1,0.999999900380081,1,0.999999880060422,1,0.999999862525955,0.900296,0.68555,0.816294,0.745742,0.949164,0.913543,0.84477
mean_sphered_cell_volume,22,22_50376685_51304566,50973570,true,STR_50973570,2.77e-259,1,0.88806625920949,-1,0.0,1,0.649076384180345,0.972958,0.855633,0.935286,0.307234,0.975254,0.971764,0.937483
neutrophil_count,2,2_160080145_161481132,161337588,true,STR_161337588,8.18e-16,5,0.0570442858006349,-1,0.0,5,0.0229079366825522,1.0,0.0352556,1.0,1.0,1.0,0.169118,0.271985
neutrophil_count,2,2_160080145_161481132,160461444,true,STR_160461444,0.000131,-1,0.0,-1,0.0,-1,0.0,1.0,0.538174,1.0,1.0,1.0,0.0,0.0
neutrophil_count,2,2_160080145_161481132,160657724,true,STR_160657724,7.9e-15,4,0.924960788892897,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
neutrophil_count,3,3_140743715_141366370,140937765,true,STR_140937765,3.97e-19,-1,0.0,-1,0.0,-1,0.0,0.979885,0.798726,0.992201,0.847879,0.979885,0.97267,0.979918
neutrophil_count,7,7_64853401_66579534,66080814,true,STR_66080814,6.21e-15,-1,0.0,-1,0.0,-1,0.0,0.894383,0.793926,0.91846,0.561803,0.963457,0.852879,0.752434
neutrophil_count,8,8_130361168_130821145,130611750,true,STR_130611750,3.01e-63,1,0.999999879875887,1,0.999998261759182,1,0.999999738440839,1.0,1.0,1.0,1.0,1.0,1.0,0.0064667
neutrophil_count,8,8_130361168_130821145,130690727,true,STR_130690727,2.41e-28,2,0.999874339362317,2,0.999829985120436,2,0.999640098341488,0.155986,0.0465696,0.0428784,0.993347,0.193912,0.118449,1.0
neutrophil_count,12,12_50250477_51680691,51401998,true,STR_51401998,6.78e-12,-1,0.0,-1,0.0,-1,0.0,0.860964,0.454532,0.948392,0.949523,0.861461,0.87078,0.889763
neutrophil_count,15,15_50591633_51641055,51515456,true,STR_51515456,1.87e-13,2,0.98004574230595,2,0.973709457618591,2,0.920412530849931,0.994003,0.963907,1.0,1.0,0.994003,0.995254,1.0
neutrophil_count,15,15_64221764_65222525,64652897,true,STR_64652897,1.09e-16,1,0.755061155534747,-1,0.0,-1,0.0,0.912882,0.695331,0.952043,0.949446,0.912882,0.911195,0.941811
neutrophil_count,17,17_36936783_39043916,38169578,true,STR_38169578,0.0,1,1.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
neutrophil_percent,2,2_111462016_112368926,111878544,true,STR_111878544,1.25e-17,4,0.889801341013552,-1,0.0,4,0.634677124932208,1.0,1.0,1.0,1.0,1.0,1.0,1.0
neutrophil_percent,3,3_187277378_187585099,187414642,true,STR_187414642,7.88e-11,-1,0.0,-1,0.0,-1,0.0,0.838596,0.529184,0.923114,0.869734,0.838596,0.822483,0.745361
neutrophil_percent,5,5_87131079_88331889,88075578,true,STR_88075578,1.73e-13,-1,0.0,-1,0.0,-1,0.0,0.825008,0.328781,0.659635,0.877308,0.723117,0.744359,0.500266
neutrophil_percent,7,7_91963435_92769412,92400602,true,STR_92400602,2.1e-19,-1,0.0,-1,0.0,-1,0.0,0.996862,0.0,0.0,0.0,0.0,0.0,0.0
neutrophil_percent,8,8_130404159_130821145,130605023,true,STR_130605023,2.99e-26,1,0.981772942256507,-1,0.0,-1,0.0,0.97606,0.964944,0.975747,0.844485,0.97606,0.958832,0.944636
neutrophil_percent,8,8_130404159_130821145,130690727,true,STR_130690727,7.91e-18,2,0.996093091042003,-1,0.0,-1,0.0,0.674577,0.374307,0.429693,0.534232,0.674577,0.579409,0.37606
neutrophil_percent,15,15_42070650_42395397,42254737,true,STR_42254737,7.4e-18,1,0.992466706389121,1,0.999871879923116,-1,0.0,0.27112,0.902837,0.332244,0.201705,0.247427,0.193315,0.985705
neutrophil_percent,17,17_36977201_38906965,38169578,true,STR_38169578,3.11e-268,1,1.0,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
neutrophil_percent,19,19_16250281_16940836,16480488,true,STR_16480488,8.76e-89,1,0.999999529264719,1,0.999999981162085,1,0.999998533831265,0.0,0.0,0.0,0.767089,0.0,0.0,0.0
phosphate,1,1_20466802_23180466,21935885,true,STR_21935885,5.5e-18,-1,0.0,-1,0.0,-1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
phosphate,6,6_127314147_127644234,127445708,true,STR_127445708,4.1e-11,-1,0.0,-1,0.0,-1,0.0,0.997556,0.954667,1.0,0.980669,1.0,0.995005,0.889258
phosphate,10,10_104266587_105293532,105165167,true,STR_105165167,9.01e-13,1,0.124422074888627,1,0.106253707498506,1,0.035361472665202,0.955826,0.383613,0.955489,0.961546,0.948224,0.959148,0.955489
phosphate,17,17_57417018_59489615,57799077,true,STR_57799077,6.31e-12,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,1,1_204137031_205551691,204527033,true,STR_204527033,5.18e-10,4,0.958208784077543,4,0.928575797973046,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,1,1_204137031_205551691,205255034,true,STR_205255034,2.14e-100,1,0.999999993556716,1,0.999999998201765,1,0.999999981292553,0.0,0.0,0.0,0.803822,0.0,0.0,0.0
platelet_count,2,2_111743604_112400538,111874390,true,STR_111874390,2.54e-13,2,0.999843452960039,2,0.999003697195295,2,0.997829483471132,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,3,3_55663812_58674666,58358811,true,STR_58358811,2.91e-40,3,0.0798442133764018,3,0.0841329415796097,-1,0.0,1.0,0.619125,1.0,1.0,1.0,1.0,1.0
platelet_count,5,5_75314938_77252809,75714417,true,STR_75714417,2.74e-14,-1,0.0,-1,0.0,-1,0.0,0.991477,0.0,1.0,1.0,1.0,0.982925,0.982367
platelet_count,7,7_37247614_37597798,37468623,true,STR_37468623,9.05e-12,1,0.965655372477184,1,0.989159905005131,-1,0.0,1.0,1.0,0.72689,1.0,1.0,1.0,0.00676969
platelet_count,9,9_72854121_73259144,73076326,true,STR_73076326,2.47e-17,-1,0.0,-1,0.0,-1,0.0,0.93997,0.758968,0.911955,0.844397,0.938995,0.8947,0.889587
platelet_count,11,11_8597440_9209101,8845751,true,STR_8845751,2.02e-32,1,0.988371964571895,1,0.985351333715069,1,0.946388999848901,0.995311,0.968379,1.0,1.0,0.995311,0.991779,0.998013
platelet_count,11,11_10514018_10873518,10717766,true,STR_10717766,3.51e-17,-1,0.0,-1,0.0,-1,0.0,0.992755,0.89836,1.0,1.0,0.992965,1.0,0.985828
platelet_count,11,11_56879344_58554194,57389188,true,STR_57389188,2.63e-18,1,0.140789725178047,1,0.135897744278038,1,0.0409683372940872,1.0,0.923285,1.0,1.0,1.0,1.0,1.0
platelet_count,11,11_56879344_58554194,58395575,true,STR_58395575,0.0000651,-1,0.0,-1,0.0,-1,0.0,0.987243,0.0678146,1.0,1.0,0.993521,1.0,1.0
platelet_count,11,11_77115152_77830021,77524867,true,STR_77524867,5.74e-13,-1,0.0,-1,0.0,-1,0.0,0.814872,0.505003,0.758399,0.867706,0.825381,0.783036,0.688075
platelet_count,11,11_118447267_119339135,119077000,true,STR_119077000,3.77e-83,2,1.0,2,0.999999999999962,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,11,11_127783137_128792428,128017628,true,STR_128017628,9.52e-11,-1,0.0,-1,0.0,-1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,12,12_47990997_48857534,48204585,true,STR_48204585,5.95e-18,1,0.995718560164815,1,0.997191547724814,1,0.981467107529124,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_count,13,13_95707282_96132909,95900173,true,STR_95900173,7.5e-67,1,0.999999999999974,1,0.999999737898435,1,0.999999999999919,0.0,0.0,0.0,1.0,0.0,0.0,0.0
platelet_count,14,14_102389227_103748110,103083925,true,STR_103083925,2.8e-53,2,0.996866084263886,2,0.897141166744016,2,0.0210858218036717,0.474437,0.0708706,0.0,0.412592,0.474437,0.474437,0.474437
platelet_count,15,15_42099183_45163700,42254737,true,STR_42254737,2.33e-16,2,0.035680583609289,-1,0.0,-1,0.0,1.0,0.0248177,0.025074,0.0235342,0.860161,0.151172,1.0
platelet_count,17,17_7142585_7918367,7726666,true,STR_7726666,7.3e-13,1,0.982281550551962,1,0.942553217916184,-1,0.0,0.99221,0.92532,1.0,1.0,0.99221,0.991954,1.0
platelet_count,17,17_26756730_29860829,27842010,true,STR_27842010,2.26e-181,1,0.999999753314125,1,0.999997369803325,1,0.9999990132219,1.0,1.0,1.0,0.0796992,1.0,1.0,1.0
platelet_count,17,17_33697919_34458145,33886072,true,STR_33886072,4.3e-92,1,0.223388151326533,1,0.163330965862283,-1,0.0,0.918532,0.253045,0.820148,0.545217,0.906057,0.90907,0.918449
platelet_count,17,17_33697919_34458145,33871548,true,STR_33871548,6.98e-54,3,0.999999974269037,3,0.999999967023197,3,0.999999920269051,0.187201,0.0323166,0.0,1.0,0.19404,0.244396,0.122993
platelet_count,17,17_41941576_43401993,42434713,true,STR_42434713,3.1e-50,1,0.485644638358817,1,0.228658990257025,1,0.170890700213171,0.895876,0.106112,0.993956,0.990234,0.888706,0.93291,1.0
platelet_count,21,21_36242434_36607678,36389179,true,STR_36389179,1.34e-29,1,0.950746007459399,-1,0.0,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
platelet_crit,1,1_2773960_3224194,3086622,true,STR_3086622,4.24e-12,2,0.993850332896292,2,0.993517322295385,2,0.973073296361602,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_crit,1,1_204137031_204720899,204527033,true,STR_204527033,5.76e-17,2,0.997846139645794,2,0.986637651167914,2,0.983800628197537,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_crit,1,1_225776006_226087690,225914356,true,STR_225914356,3.52e-14,1,0.97920244358013,1,0.994168544608373,-1,0.0,0.942904,0.759223,0.970477,0.938399,0.95303,0.940114,0.926942
platelet_crit,2,2_23750431_24789837,24093153,true,STR_24093153,1.6e-29,1,0.804204765599592,1,0.900143201889314,1,0.0292934868853933,0.996689,0.995291,1.0,1.0,0.996689,0.995113,1.0
platelet_crit,2,2_111683078_112437517,111874390,true,STR_111874390,3.95e-16,2,0.999913824602524,2,0.998951228269826,2,0.991615122055952,1.0,1.0,1.0,1.0,1.0,1.0,1.0
platelet_crit,4,4_6784777_7221008,7040815,true,STR_7040815,1.17e-28,1,0.927917568714208,1,0.982967686576346,1,0.252281585517513,0.965011,0.856772,0.976723,0.803077,0.965011,0.950152,0.96391
platelet_crit,4,4_157482023_157940887,157778231,true,STR_157778231,2.47e-15,-1,0.0,-1,0.0,-1,0.0,0.864998,0.770884,0.971963,0.975842,0.864998,0.915087,0.972979
